Metric,Timestamp,Label,SR,Rate,GR,Load
offline,7324,2,48828.0,25.0,-0.3290813,300
offline,7325,2,48828.0,25.0,2.863839,300
offline,7326,2,48828.0,25.0,-0.8013158,300
offline,7327,2,48828.0,25.0,-1.855269,300
offline,7328,2,48828.0,25.0,2.705292,300
offline,7329,2,48828.0,25.0,-6.74154,300
offline,7330,2,48828.0,25.0,1.470283,300
offline,7331,2,48828.0,25.0,1.157322,300
offline,7332,2,48828.0,25.0,-3.685657,300
offline,7333,2,48828.0,25.0,2.683141,300
offline,7334,2,48828.0,25.0,0.2169756,300
offline,7335,2,48828.0,25.0,-1.207751,300
offline,7336,2,48828.0,25.0,1.972728,300
offline,7337,2,48828.0,25.0,-1.521032,300
offline,7338,2,48828.0,25.0,1.374409,300
offline,7339,2,48828.0,25.0,-3.560408,300
offline,7340,2,48828.0,25.0,-1.598608,300
offline,7341,2,48828.0,25.0,0.4364862,300
offline,7342,2,48828.0,25.0,-4.825911,300
offline,7343,2,48828.0,25.0,1.088865,300
offline,7344,2,48828.0,25.0,1.615208,300
offline,7345,2,48828.0,25.0,-5.025412,300
offline,7346,2,48828.0,25.0,2.642064,300
offline,7347,2,48828.0,25.0,-1.817749,300
offline,7348,2,48828.0,25.0,-1.366927,300
offline,7349,2,48828.0,25.0,0.7024266,300
offline,7350,2,48828.0,25.0,-0.8554859,300
offline,7351,2,48828.0,25.0,1.206828,300
offline,7352,2,48828.0,25.0,-0.5565907,300
offline,7353,2,48828.0,25.0,0.409192,300
offline,7354,2,48828.0,25.0,2.484452,300
offline,7355,2,48828.0,25.0,-3.746447,300
offline,7356,2,48828.0,25.0,1.914866,300
offline,7357,2,48828.0,25.0,-0.4491858,300
offline,7358,2,48828.0,25.0,-1.061878,300
offline,7359,2,48828.0,25.0,1.973602,300
offline,7360,2,48828.0,25.0,-0.1251375,300
offline,7361,2,48828.0,25.0,-1.625065,300
offline,7362,2,48828.0,25.0,1.48772,300
offline,7363,2,48828.0,25.0,0.1411966,300
offline,7364,2,48828.0,25.0,1.359519,300
offline,7365,2,48828.0,25.0,-1.065017,300
offline,7366,2,48828.0,25.0,0.3646697,300
offline,7367,2,48828.0,25.0,0.5231435,300
offline,7368,2,48828.0,25.0,-1.81231,300
offline,7369,2,48828.0,25.0,0.8628448,300
offline,7370,2,48828.0,25.0,0.4947664,300
offline,7371,2,48828.0,25.0,-2.11689,300
offline,7372,2,48828.0,25.0,2.40535,300
offline,7373,2,48828.0,25.0,-2.368642,300
offline,7374,2,48828.0,25.0,-0.3540621,300
offline,7375,2,48828.0,25.0,-0.1628794,300
offline,7376,2,48828.0,25.0,-1.509723,300
offline,7377,2,48828.0,25.0,0.026802,300
offline,7378,2,48828.0,25.0,-2.328513,300
offline,7379,2,48828.0,25.0,-0.8827432,300
offline,7380,2,48828.0,25.0,0.5632358,300
offline,7381,2,48828.0,25.0,-1.265096,300
offline,7382,2,48828.0,25.0,1.628782,300
offline,7383,2,48828.0,25.0,-0.726349,300
offline,7384,2,48828.0,25.0,0.745546,300
offline,7385,2,48828.0,25.0,0.9515695,300
offline,7386,2,48828.0,25.0,0.3974276,300
offline,7387,2,48828.0,25.0,0.8953689,300
offline,7388,2,48828.0,25.0,0.06038449,300
offline,7389,2,48828.0,25.0,-0.6318652,300
offline,7390,2,48828.0,25.0,1.221669,300
offline,7391,2,48828.0,25.0,-0.7437248,300
offline,7392,2,48828.0,25.0,1.018944,300
offline,7393,2,48828.0,25.0,0.8306405,300
offline,7394,2,48828.0,25.0,0.04612209,300
offline,7395,2,48828.0,25.0,1.652753,300
offline,7396,2,48828.0,25.0,-0.4370769,300
offline,7397,2,48828.0,25.0,-0.07715727,300
offline,7398,2,48828.0,25.0,0.4241558,300
offline,7399,2,48828.0,25.0,0.2259096,300
offline,7400,2,48828.0,25.0,0.6118929,300
offline,7401,2,48828.0,25.0,-0.6067368,300
offline,7402,2,48828.0,25.0,-0.5985903,300
offline,7403,2,48828.0,25.0,0.1282017,300
offline,7404,2,48828.0,25.0,-1.128121,300
offline,7405,2,48828.0,25.0,0.1974094,300
offline,7406,2,48828.0,25.0,0.3672662,300
offline,7407,2,48828.0,25.0,-0.6366029,300
offline,7408,2,48828.0,25.0,-0.1570218,300
offline,7409,2,48828.0,25.0,-0.7570888,300
offline,7410,2,48828.0,25.0,-0.4691581,300
offline,7411,2,48828.0,25.0,-0.5921175,300
offline,7412,2,48828.0,25.0,-1.230185,300
offline,7413,2,48828.0,25.0,-1.317347,300
offline,7414,2,48828.0,25.0,-1.366865,300
offline,7415,2,48828.0,25.0,-0.6557015,300
offline,7416,2,48828.0,25.0,-0.187491,300
offline,7417,2,48828.0,25.0,-1.493873,300
offline,7418,2,48828.0,25.0,0.3522408,300
offline,7419,2,48828.0,25.0,0.3008764,300
offline,7420,2,48828.0,25.0,-0.4672999,300
offline,7421,2,48828.0,25.0,-0.1480386,300
offline,7422,2,48828.0,25.0,0.1054483,300
offline,7423,2,48828.0,25.0,0.02873401,300
offline,7424,2,48828.0,25.0,0.2750466,300
offline,7425,2,48828.0,25.0,-0.08292869,300
offline,7426,2,48828.0,25.0,0.9783223,300
offline,7427,2,48828.0,25.0,0.2990183,300
offline,7428,2,48828.0,25.0,0.2480723,300
offline,7429,2,48828.0,25.0,0.6742217,300
offline,7430,2,48828.0,25.0,-0.1482601,300
offline,7431,2,48828.0,25.0,0.3056019,300
offline,7432,2,48828.0,25.0,0.08927847,300
offline,7433,2,48828.0,25.0,-0.005414546,300
offline,7434,2,48828.0,25.0,-0.1769695,300
offline,7435,2,48828.0,25.0,-1.166945,300
offline,7436,2,48828.0,25.0,-0.5481612,300
offline,7437,2,48828.0,25.0,-0.5370122,300
offline,7438,2,48828.0,25.0,-0.6107607,300
offline,7439,2,48828.0,25.0,-0.8861519,300
offline,7440,2,48828.0,25.0,0.1203998,300
offline,7441,2,48828.0,25.0,0.445088,300
offline,7442,2,48828.0,25.0,-0.6724004,300
offline,7443,2,48828.0,25.0,-1.146333,300
offline,7444,2,48828.0,25.0,0.2268079,300
offline,7445,2,48828.0,25.0,-0.02758957,300
offline,7446,2,48828.0,25.0,-0.2501028,300
offline,7447,2,48828.0,25.0,-1.370237,300
offline,7448,2,48828.0,25.0,-1.224992,300
offline,7449,2,48828.0,25.0,0.3898473,300
offline,7450,2,48828.0,25.0,0.1419719,300
offline,7451,2,48828.0,25.0,0.02578062,300
offline,7452,2,48828.0,25.0,0.1742007,300
offline,7453,2,48828.0,25.0,-0.6569567,300
offline,7454,2,48828.0,25.0,-0.1283124,300
offline,7455,2,48828.0,25.0,-0.08052906,300
offline,7456,2,48828.0,25.0,-0.2700628,300
offline,7457,2,48828.0,25.0,-0.4295335,300
offline,7458,2,48828.0,25.0,-1.088016,300
offline,7459,2,48828.0,25.0,0.04753725,300
offline,7460,2,48828.0,25.0,0.2862203,300
offline,7461,2,48828.0,25.0,-0.6462137,300
offline,7462,2,48828.0,25.0,-0.1057559,300
offline,7463,2,48828.0,25.0,0.4176214,300
offline,7464,2,48828.0,25.0,-0.1861865,300
offline,7465,2,48828.0,25.0,-0.6268198,300
offline,7466,2,48828.0,25.0,-0.1057805,300
offline,7467,2,48828.0,25.0,0.4303456,300
offline,7468,2,48828.0,25.0,0.2747636,300
offline,7469,2,48828.0,25.0,-0.539018,300
offline,7470,2,48828.0,25.0,-0.2269802,300
offline,7471,2,48828.0,25.0,-1.081728,300
offline,7472,2,48828.0,25.0,-0.1794184,300
offline,7473,2,48828.0,25.0,-0.3295735,300
offline,7474,2,48828.0,25.0,-0.1178156,300
offline,7475,2,48828.0,25.0,-0.392087,300
offline,7476,2,48828.0,25.0,-0.4906809,300
offline,7477,2,48828.0,25.0,-0.0529641,300
offline,7478,2,48828.0,25.0,-0.416317,300
offline,7479,2,48828.0,25.0,-0.9257643,300
offline,7480,2,48828.0,25.0,-0.6852846,300
offline,7481,2,48828.0,25.0,-0.5554955,300
offline,7482,2,48828.0,25.0,-1.265687,300
offline,7483,2,48828.0,25.0,-0.1608243,300
offline,7484,2,48828.0,25.0,-0.4116039,300
offline,7485,2,48828.0,25.0,-0.6343387,300
offline,7486,2,48828.0,25.0,-0.05140126,300
offline,7487,2,48828.0,25.0,-0.3885675,300
offline,7488,2,48828.0,25.0,-0.3981045,300
offline,7489,2,48828.0,25.0,-0.1602952,300
offline,7490,2,48828.0,25.0,-0.7380272,300
offline,7491,2,48828.0,25.0,-0.8860535,300
offline,7492,2,48828.0,25.0,-0.6705422,300
offline,7493,2,48828.0,25.0,-0.08347014,300
offline,7494,2,48828.0,25.0,-0.7669212,300
offline,7495,2,48828.0,25.0,1.099202,300
offline,7496,2,48828.0,25.0,-0.4407317,300
offline,7497,2,48828.0,25.0,0.1985046,300
offline,7498,2,48828.0,25.0,0.9443337,300
offline,7499,2,48828.0,25.0,-0.7894777,300
offline,7500,2,48828.0,25.0,0.260255,300
offline,7501,2,48828.0,25.0,-0.4594488,300
offline,7502,2,48828.0,25.0,-0.4206979,300
offline,7503,2,48828.0,25.0,0.787238,300
offline,7504,2,48828.0,25.0,0.5774736,300
offline,7505,2,48828.0,25.0,0.07254261,300
offline,7506,2,48828.0,25.0,0.5015715,300
offline,7507,2,48828.0,25.0,0.7085794,300
offline,7508,2,48828.0,25.0,0.5365322,300
offline,7509,2,48828.0,25.0,-0.5359046,300
offline,7510,2,48828.0,25.0,0.009709265,300
offline,7511,2,48828.0,25.0,0.2306843,300
offline,7512,2,48828.0,25.0,-0.6612883,300
offline,7513,2,48828.0,25.0,-0.2131608,300
offline,7514,2,48828.0,25.0,0.3366617,300
offline,7515,2,48828.0,25.0,0.1383293,300
offline,7516,2,48828.0,25.0,-0.6554061,300
offline,7517,2,48828.0,25.0,-0.1565788,300
offline,7518,2,48828.0,25.0,-0.9276962,300
offline,7519,2,48828.0,25.0,-1.673538,300
offline,7520,2,48828.0,25.0,-0.329389,300
offline,7521,2,48828.0,25.0,-0.2605627,300
offline,7522,2,48828.0,25.0,-0.6341294,300
offline,7523,2,48828.0,25.0,-0.8404605,300
offline,7524,2,48828.0,25.0,-1.004054,300
offline,7525,2,48828.0,25.0,-1.309299,300
offline,7526,2,48828.0,25.0,-0.9377378,300
offline,7527,2,48828.0,25.0,-0.706672,300
offline,7528,2,48828.0,25.0,-1.053375,300
offline,7529,2,48828.0,25.0,-0.4010948,300
offline,7530,2,48828.0,25.0,-0.1068634,300
offline,7531,2,48828.0,25.0,0.6163722,300
offline,7532,2,48828.0,25.0,-0.6071182,300
offline,7533,2,48828.0,25.0,-0.1695122,300
offline,7534,2,48828.0,25.0,0.3595258,300
offline,7535,2,48828.0,25.0,0.5138527,300
offline,7536,2,48828.0,25.0,0.4305548,300
offline,7537,2,48828.0,25.0,0.4707701,300
offline,7538,2,48828.0,25.0,-0.4721607,300
offline,7539,2,48828.0,25.0,-0.1979386,300
offline,7540,2,48828.0,25.0,1.466751,300
offline,7541,2,48828.0,25.0,0.9067395,300
offline,7542,2,48828.0,25.0,-0.1165358,300
offline,7543,2,48828.0,25.0,0.8367319,300
offline,7544,2,48828.0,25.0,0.3638206,300
offline,7545,2,48828.0,25.0,0.08183347,300
offline,7546,2,48828.0,25.0,0.3618885,300
offline,7547,2,48828.0,25.0,-0.398449,300
offline,7548,2,48828.0,25.0,-0.1242146,300
offline,7549,2,48828.0,25.0,-0.0416797,300
offline,7550,2,48828.0,25.0,0.6695947,300
offline,7551,2,48828.0,25.0,0.5595441,300
offline,7552,2,48828.0,25.0,-0.6315944,300
offline,7553,2,48828.0,25.0,0.04500226,300
offline,7554,2,48828.0,25.0,0.7262383,300
offline,7555,2,48828.0,25.0,-0.993926,300
offline,7556,2,48828.0,25.0,0.2702966,300
offline,7557,2,48828.0,25.0,-0.4083429,300
offline,7558,2,48828.0,25.0,-1.83926,300
offline,7559,2,48828.0,25.0,-1.45084,300
offline,7560,2,48828.0,25.0,-0.5813869,300
offline,7561,2,48828.0,25.0,-0.48694,300
offline,7562,2,48828.0,25.0,-1.121156,300
offline,7563,2,48828.0,25.0,-0.468912,300
offline,7564,2,48828.0,25.0,-0.3029684,300
offline,7565,2,48828.0,25.0,0.5158585,300
offline,7566,2,48828.0,25.0,0.2331085,300
offline,7567,2,48828.0,25.0,-0.07472073,300
offline,7568,2,48828.0,25.0,-0.06579904,300
offline,7569,2,48828.0,25.0,0.2996582,300
offline,7570,2,48828.0,25.0,-0.09834784,300
offline,7571,2,48828.0,25.0,-0.2677247,300
offline,7572,2,48828.0,25.0,-0.2077217,300
offline,7573,2,48828.0,25.0,-0.163507,300
offline,7574,2,48828.0,25.0,0.5088688,300
offline,7575,2,48828.0,25.0,0.7187933,300
offline,7576,2,48828.0,25.0,0.7341385,300
offline,7577,2,48828.0,25.0,0.7356153,300
offline,7578,2,48828.0,25.0,-0.1980739,300
offline,7579,2,48828.0,25.0,1.518817,300
offline,7580,2,48828.0,25.0,0.8829401,300
offline,7581,2,48828.0,25.0,-0.7465428,300
offline,7582,2,48828.0,25.0,0.2614856,300
offline,7583,2,48828.0,25.0,0.6899239,300
offline,7584,2,48828.0,25.0,-0.3707364,300
offline,7585,2,48828.0,25.0,0.2628146,300
offline,7586,2,48828.0,25.0,0.07761259,300
offline,7587,2,48828.0,25.0,-0.09965225,300
offline,7588,2,48828.0,25.0,-0.8944584,300
offline,7589,2,48828.0,25.0,-0.1001322,300
offline,7590,2,48828.0,25.0,-0.942377,300
offline,7591,2,48828.0,25.0,-1.28577,300
offline,7592,2,48828.0,25.0,-0.1921056,300
offline,7593,2,48828.0,25.0,0.6576827,300
offline,7594,2,48828.0,25.0,0.2632823,300
offline,7595,2,48828.0,25.0,0.3368955,300
offline,7596,2,48828.0,25.0,0.8625002,300
offline,7597,2,48828.0,25.0,-1.424825,300
offline,7598,2,48828.0,25.0,-0.1838977,300
offline,7599,2,48828.0,25.0,0.6854076,300
offline,7600,2,48828.0,25.0,-0.2080785,300
offline,7601,2,48828.0,25.0,-0.4910254,300
offline,7602,2,48828.0,25.0,-1.471637,300
offline,7603,2,48828.0,25.0,0.04452233,300
offline,7604,2,48828.0,25.0,-1.294175,300
offline,7605,2,48828.0,25.0,0.7597223,300
offline,7606,2,48828.0,25.0,0.6575227,300
offline,7607,2,48828.0,25.0,-0.5908869,300
offline,7608,2,48828.0,25.0,-0.3464817,300
offline,7609,2,48828.0,25.0,0.01927086,300
offline,7610,2,48828.0,25.0,0.26786,300
offline,7611,2,48828.0,25.0,-0.1017319,300
offline,7612,2,48828.0,25.0,0.2234854,300
offline,7613,2,48828.0,25.0,0.1062728,300
offline,7614,2,48828.0,25.0,-0.1076879,300
offline,7615,2,48828.0,25.0,0.07979071,300
offline,7616,2,48828.0,25.0,-0.03598212,300
offline,7617,2,48828.0,25.0,0.05816945,300
offline,7618,2,48828.0,25.0,0.493019,300
offline,7619,2,48828.0,25.0,-0.001230579,300
offline,7620,2,48828.0,25.0,-0.8926247,300
offline,7621,2,48828.0,25.0,-0.07536063,300
offline,7622,2,48828.0,25.0,-0.6573012,300
offline,7623,2,48828.0,25.0,-1.059233,300
offline,7624,2,48828.0,25.0,-1.161605,300
offline,7625,2,48828.0,25.0,0.0261621,300
offline,7626,2,48828.0,25.0,0.03023531,300
offline,7627,2,48828.0,25.0,-0.4642727,300
offline,7628,2,48828.0,25.0,-0.1366804,300
offline,7629,2,48828.0,25.0,-0.1130779,300
offline,7630,2,48828.0,25.0,-0.7916189,300
offline,7631,2,48828.0,25.0,-1.013861,300
offline,7632,2,48828.0,25.0,-0.46175,300
offline,7633,2,48828.0,25.0,-0.5966091,300
offline,7634,2,48828.0,25.0,0.3626884,300
offline,7635,2,48828.0,25.0,-0.3787475,300
offline,7636,2,48828.0,25.0,1.051677,300
offline,7637,2,48828.0,25.0,0.5494903,300
offline,7638,2,48828.0,25.0,-1.304881,300
offline,7639,2,48828.0,25.0,-0.003187198,300
offline,7640,2,48828.0,25.0,-1.182352,300
offline,7641,2,48828.0,25.0,-0.4421838,300
offline,7642,2,48828.0,25.0,0.1876878,300
offline,7643,2,48828.0,25.0,-0.8565565,300
offline,7644,2,48828.0,25.0,-0.5224175,300
offline,7645,2,48828.0,25.0,-0.259689,300
offline,7646,2,48828.0,25.0,0.2064049,300
offline,7647,2,48828.0,25.0,0.7905114,300
offline,7648,2,48828.0,25.0,-0.5678997,300
offline,7649,2,48828.0,25.0,-0.9161165,300
offline,7650,2,48828.0,25.0,1.58709,300
offline,7651,2,48828.0,25.0,0.4059925,300
offline,7652,2,48828.0,25.0,-0.8450629,300
offline,7653,2,48828.0,25.0,0.07190271,300
offline,7654,2,48828.0,25.0,-0.5602579,300
offline,7655,2,48828.0,25.0,-0.8178425,300
offline,7656,2,48828.0,25.0,0.3202212,300
offline,7657,2,48828.0,25.0,0.7467028,300
offline,7658,2,48828.0,25.0,0.1891645,300
offline,7659,2,48828.0,25.0,-1.744604,300
offline,7660,2,48828.0,25.0,-0.3116932,300
offline,7661,2,48828.0,25.0,0.6358153,300
offline,7662,2,48828.0,25.0,-0.5892748,300
offline,7663,2,48828.0,25.0,-0.04647895,300
offline,7664,2,48828.0,25.0,-0.3872139,300
offline,7665,2,48828.0,25.0,-0.02975539,300
offline,7666,2,48828.0,25.0,0.3712409,300
offline,7667,2,48828.0,25.0,-0.02511611,300
offline,7668,2,48828.0,25.0,-1.122965,300
offline,7669,2,48828.0,25.0,-0.9704712,300
offline,7670,2,48828.0,25.0,-0.01529609,300
offline,7671,2,48828.0,25.0,-0.3497427,300
offline,7672,2,48828.0,25.0,-0.9650812,300
offline,7673,2,48828.0,25.0,-1.043666,300
offline,7674,2,48828.0,25.0,-0.7944247,300
offline,7675,2,48828.0,25.0,-0.8593376,300
offline,7676,2,48828.0,25.0,0.5152678,300
offline,7677,2,48828.0,25.0,-0.08509451,300
offline,7678,2,48828.0,25.0,-1.783514,300
offline,7679,2,48828.0,25.0,-0.7586517,300
offline,7680,2,48828.0,25.0,-0.4412978,300
offline,7681,2,48828.0,25.0,-0.6559968,300
offline,7682,2,48828.0,25.0,0.2983046,300
offline,7683,2,48828.0,25.0,0.3140929,300
offline,7684,2,48828.0,25.0,0.4133637,300
offline,7685,2,48828.0,25.0,0.3709333,300
offline,7686,2,48828.0,25.0,-0.3519701,300
offline,7687,2,48828.0,25.0,-0.1269711,300
offline,7688,2,48828.0,25.0,-0.08799867,300
offline,7689,2,48828.0,25.0,-1.023583,300
offline,7690,2,48828.0,25.0,-0.409315,300
offline,7691,2,48828.0,25.0,0.2541022,300
offline,7692,2,48828.0,25.0,0.235262,300
offline,7693,2,48828.0,25.0,-1.374655,300
offline,7694,2,48828.0,25.0,0.4276384,300
offline,7695,2,48828.0,25.0,0.4461217,300
offline,7696,2,48828.0,25.0,0.07056137,300
offline,7697,2,48828.0,25.0,0.8849583,300
offline,7698,2,48828.0,25.0,1.218568,300
offline,7699,2,48828.0,25.0,0.2514687,300
offline,7700,2,48828.0,25.0,-0.0387017,300
offline,7701,2,48828.0,25.0,-0.4544896,300
offline,7702,2,48828.0,25.0,-0.40203,300
offline,7703,2,48828.0,25.0,-1.432233,300
offline,7704,2,48828.0,25.0,-0.2398767,300
offline,7705,2,48828.0,25.0,0.4966369,300
offline,7706,2,48828.0,25.0,0.5379598,300
offline,7707,2,48828.0,25.0,-0.8971902,300
offline,7708,2,48828.0,25.0,0.06849401,300
offline,7709,2,48828.0,25.0,0.05616361,300
offline,7710,2,48828.0,25.0,-0.7639431,300
offline,7711,2,48828.0,25.0,-0.07212421,300
offline,7712,2,48828.0,25.0,-0.3602642,300
offline,7713,2,48828.0,25.0,-0.7321942,300
offline,7714,2,48828.0,25.0,-1.568902,300
offline,7715,2,48828.0,25.0,-0.2721917,300
offline,7716,2,48828.0,25.0,0.4785966,300
offline,7717,2,48828.0,25.0,-0.7419773,300
offline,7718,2,48828.0,25.0,-0.9900619,300
offline,7719,2,48828.0,25.0,-0.2749851,300
offline,7720,2,48828.0,25.0,1.078922,300
offline,7721,2,48828.0,25.0,-0.01565296,300
offline,7722,2,48828.0,25.0,-0.09388083,300
offline,7723,2,48828.0,25.0,-0.4432913,300
offline,7724,2,48828.0,25.0,-0.7373873,300
offline,7725,2,48828.0,25.0,0.2181324,300
offline,7726,2,48828.0,25.0,1.121685,300
offline,7727,2,48828.0,25.0,-0.4753725,300
offline,7728,2,48828.0,25.0,-0.1809935,300
offline,7729,2,48828.0,25.0,1.797002,300
offline,7730,2,48828.0,25.0,0.1617103,300
offline,7731,2,48828.0,25.0,-2.023133,300
offline,7732,2,48828.0,25.0,-0.3234945,300
offline,7733,2,48828.0,25.0,1.164816,300
offline,7734,2,48828.0,25.0,-1.186868,300
offline,7735,2,48828.0,25.0,-2.239961,300
offline,7736,2,48828.0,25.0,-1.214347,300
offline,7737,2,48828.0,25.0,-1.68145,300
offline,7738,2,48828.0,25.0,-1.336864,300
offline,7739,2,48828.0,25.0,-0.6808053,300
offline,7740,2,48828.0,25.0,-0.5777074,300
offline,7741,2,48828.0,25.0,-0.8583039,300
offline,7742,2,48828.0,25.0,-1.044527,300
offline,7743,2,48828.0,25.0,0.4083675,300
offline,7744,2,48828.0,25.0,-0.4210178,300
offline,7745,2,48828.0,25.0,0.4536159,300
offline,7746,2,48828.0,25.0,0.9722063,300
offline,7747,2,48828.0,25.0,0.7578272,300
offline,7748,2,48828.0,25.0,-1.030105,300
offline,7749,2,48828.0,25.0,-0.01833562,300
offline,7750,2,48828.0,25.0,1.813011,300
offline,7751,2,48828.0,25.0,0.7097362,300
offline,7752,2,48828.0,25.0,-0.6173936,300
offline,7753,2,48828.0,25.0,-0.4171046,300
offline,7754,2,48828.0,25.0,-0.6424481,300
offline,7755,2,48828.0,25.0,-1.789077,300
offline,7756,2,48828.0,25.0,-2.110184,300
offline,7757,2,48828.0,25.0,-1.701632,300
offline,7758,2,48828.0,25.0,-1.583238,300
offline,7759,2,48828.0,25.0,-0.3130223,300
offline,7760,2,48828.0,25.0,-0.3034976,300
offline,7761,2,48828.0,25.0,-0.9167564,300
offline,7762,2,48828.0,25.0,0.1330379,300
offline,7763,2,48828.0,25.0,0.9486161,300
offline,7764,2,48828.0,25.0,2.8616,300
offline,7765,2,48828.0,25.0,1.911815,300
offline,7766,2,48828.0,25.0,0.8387254,300
offline,7767,2,48828.0,25.0,-0.5450479,300
offline,7768,2,48828.0,25.0,-1.158208,300
offline,7769,2,48828.0,25.0,-0.3446974,300
offline,7770,2,48828.0,25.0,-0.6977996,300
offline,7771,2,48828.0,25.0,-1.397445,300
offline,7772,2,48828.0,25.0,-2.048729,300
offline,7773,2,48828.0,25.0,-1.432184,300
offline,7774,2,48828.0,25.0,-0.3156803,300
offline,7775,2,48828.0,25.0,-0.1782124,300
offline,7776,2,48828.0,25.0,-0.4572215,300
offline,7777,2,48828.0,25.0,0.5558155,300
offline,7778,2,48828.0,25.0,0.3142775,300
offline,7779,2,48828.0,25.0,1.211972,300
offline,7780,2,48828.0,25.0,0.8984577,300
offline,7781,2,48828.0,25.0,0.198197,300
offline,7782,2,48828.0,25.0,0.6505946,300
offline,7783,2,48828.0,25.0,1.103521,300
offline,7784,2,48828.0,25.0,0.01822487,300
offline,7785,2,48828.0,25.0,0.1246084,300
offline,7786,2,48828.0,25.0,-0.4438697,300
offline,7787,2,48828.0,25.0,-1.63096,300
offline,7788,2,48828.0,25.0,-1.282152,300
offline,7789,2,48828.0,25.0,-0.9866287,300
offline,7790,2,48828.0,25.0,-1.316104,300
offline,7791,2,48828.0,25.0,-0.8511173,300
offline,7792,2,48828.0,25.0,-0.2535115,300
offline,7793,2,48828.0,25.0,0.416194,300
offline,7794,2,48828.0,25.0,0.9027032,300
offline,7795,2,48828.0,25.0,1.349526,300
offline,7796,2,48828.0,25.0,0.6894071,300
offline,7797,2,48828.0,25.0,-0.3815778,300
offline,7798,2,48828.0,25.0,-0.1286078,300
offline,7799,2,48828.0,25.0,0.5187504,300
offline,7800,2,48828.0,25.0,-0.2577693,300
offline,7801,2,48828.0,25.0,-0.369432,300
offline,7802,2,48828.0,25.0,-0.995575,300
offline,7803,2,48828.0,25.0,-1.750646,300
offline,7804,2,48828.0,25.0,-0.6804976,300
offline,7805,2,48828.0,25.0,-1.804754,300
offline,7806,2,48828.0,25.0,-0.6289241,300
offline,7807,2,48828.0,25.0,-1.097221,300
offline,7808,2,48828.0,25.0,0.02501766,300
offline,7809,2,48828.0,25.0,0.522799,300
offline,7810,2,48828.0,25.0,0.4976829,300
offline,7811,2,48828.0,25.0,-0.2592214,300
offline,7812,2,48828.0,25.0,0.2351513,300
offline,7813,2,48828.0,25.0,0.1604305,300
offline,7814,2,48828.0,25.0,-0.4688873,300
offline,7815,2,48828.0,25.0,0.08502068,300
offline,7816,2,48828.0,25.0,-0.6219221,300
offline,7817,2,48828.0,25.0,-0.0806152,300
offline,7818,2,48828.0,25.0,0.216065,300
offline,7819,2,48828.0,25.0,-0.7722372,300
offline,7820,2,48828.0,25.0,-1.212169,300
offline,7821,2,48828.0,25.0,-0.3896012,300
offline,7822,2,48828.0,25.0,-0.1020519,300
offline,7823,2,48828.0,25.0,0.4269123,300
offline,7824,2,48828.0,25.0,-1.037082,300
offline,7825,2,48828.0,25.0,-0.4340127,300
offline,7826,2,48828.0,25.0,-0.7809252,300
offline,7827,2,48828.0,25.0,0.5123268,300
offline,7828,2,48828.0,25.0,0.1160189,300
offline,7829,2,48828.0,25.0,-0.5614392,300
offline,7830,2,48828.0,25.0,-0.2218241,300
offline,7831,2,48828.0,25.0,0.3739236,300
offline,7832,2,48828.0,25.0,0.8718156,300
offline,7833,2,48828.0,25.0,0.4483859,300
offline,7834,2,48828.0,25.0,-0.08196884,300
offline,7835,2,48828.0,25.0,0.3545051,300
offline,7836,2,48828.0,25.0,0.04122438,300
offline,7837,2,48828.0,25.0,-0.9150705,300
offline,7838,2,48828.0,25.0,-1.459159,300
offline,7839,2,48828.0,25.0,-1.031779,300
offline,7840,2,48828.0,25.0,-1.353206,300
offline,7841,2,48828.0,25.0,-0.04889089,300
offline,7842,2,48828.0,25.0,-0.6480596,300
offline,7843,2,48828.0,25.0,0.1063097,300
offline,7844,2,48828.0,25.0,0.2553943,300
offline,7845,2,48828.0,25.0,-0.915895,300
offline,7846,2,48828.0,25.0,0.8373102,300
offline,7847,2,48828.0,25.0,-0.1648852,300
offline,7848,2,48828.0,25.0,-0.4094996,300
offline,7849,2,48828.0,25.0,-0.9060627,300
offline,7850,2,48828.0,25.0,-0.5831712,300
offline,7851,2,48828.0,25.0,0.6868967,300
offline,7852,2,48828.0,25.0,-0.4977567,300
offline,7853,2,48828.0,25.0,-0.4226914,300
offline,7854,2,48828.0,25.0,-0.379129,300
offline,7855,2,48828.0,25.0,-0.2882753,300
offline,7856,2,48828.0,25.0,-0.9713449,300
offline,7857,2,48828.0,25.0,-0.07710806,300
offline,7858,2,48828.0,25.0,-0.8168704,300
offline,7859,2,48828.0,25.0,-0.6758338,300
offline,7860,2,48828.0,25.0,0.7053553,300
offline,7861,2,48828.0,25.0,-0.3024024,300
offline,7862,2,48828.0,25.0,-0.6702838,300
offline,7863,2,48828.0,25.0,0.2106258,300
offline,7864,2,48828.0,25.0,-0.3602642,300
offline,7865,2,48828.0,25.0,0.2511242,300
offline,7866,2,48828.0,25.0,-0.6295148,300
offline,7867,2,48828.0,25.0,0.7747968,300
offline,7868,2,48828.0,25.0,0.1692661,300
offline,7869,2,48828.0,25.0,-0.7603007,300
offline,7870,2,48828.0,25.0,-1.748234,300
offline,7871,2,48828.0,25.0,-0.6061707,300
offline,7872,2,48828.0,25.0,0.01322872,300
offline,7873,2,48828.0,25.0,-0.8442999,300
offline,7874,2,48828.0,25.0,-0.6531172,300
